date,rainfall_mm,latitude,longitude,rainfall_state
2024-03-13,0.0,20.5,78.25,dry
2024-03-14,0.0,20.5,78.25,dry
2024-03-15,0.0,20.5,78.25,dry
2024-03-16,0.0,20.5,78.25,dry
2024-03-17,0.3777269124984741,20.5,78.25,drizzle
2024-03-18,17.654197692871094,20.5,78.25,rain
2024-03-19,0.0,20.5,78.25,dry
2024-03-20,0.0,20.5,78.25,dry
2024-03-21,0.0,20.5,78.25,dry
2024-03-22,0.0,20.5,78.25,dry
2024-03-23,0.0,20.5,78.25,dry
2024-03-24,0.0,20.5,78.25,dry
2024-03-25,0.0,20.5,78.25,dry
2024-03-26,0.0,20.5,78.25,dry
2024-03-27,0.0,20.5,78.25,dry
2024-03-28,0.0,20.5,78.25,dry
2024-03-29,0.0,20.5,78.25,dry
2024-03-30,0.0,20.5,78.25,dry
2024-03-31,0.0,20.5,78.25,dry
2024-04-01,0.0,20.5,78.25,dry
2024-04-02,0.0,20.5,78.25,dry
2024-04-03,0.0,20.5,78.25,dry
2024-04-04,0.0,20.5,78.25,dry
2024-04-05,0.0,20.5,78.25,dry
2024-04-06,0.0,20.5,78.25,dry
2024-04-07,0.0,20.5,78.25,dry
2024-04-08,0.0,20.5,78.25,dry
2024-04-09,0.5266529321670532,20.5,78.25,drizzle
2024-04-10,7.76624870300293,20.5,78.25,drizzle
2024-04-11,5.3061652183532715,20.5,78.25,drizzle
2024-04-12,1.7399137020111084,20.5,78.25,drizzle
2024-04-13,15.364981651306152,20.5,78.25,rain
2024-04-14,0.0,20.5,78.25,dry
2024-04-15,1.0478510856628418,20.5,78.25,drizzle
2024-04-16,5.461632251739502,20.5,78.25,drizzle
2024-04-17,0.0,20.5,78.25,dry
2024-04-18,0.0,20.5,78.25,dry
2024-04-19,0.0,20.5,78.25,dry
2024-04-20,0.0,20.5,78.25,dry
2024-04-21,0.22463619709014893,20.5,78.25,drizzle
2024-04-22,0.22896546125411987,20.5,78.25,drizzle
2024-04-23,2.0655124187469482,20.5,78.25,drizzle
2024-04-24,0.0,20.5,78.25,dry
2024-04-25,0.0,20.5,78.25,dry
2024-04-26,0.16590507328510284,20.5,78.25,drizzle
2024-04-27,0.0,20.5,78.25,dry
2024-04-28,2.8351893424987793,20.5,78.25,drizzle
2024-04-29,0.9600663185119629,20.5,78.25,drizzle
2024-04-30,0.0,20.5,78.25,dry
2024-05-01,0.0,20.5,78.25,dry
2024-05-02,0.0,20.5,78.25,dry
2024-05-03,0.0,20.5,78.25,dry
2024-05-04,0.0,20.5,78.25,dry
2024-05-05,0.0,20.5,78.25,dry
2024-05-06,0.0,20.5,78.25,dry
2024-05-07,0.0,20.5,78.25,dry
2024-05-08,0.0,20.5,78.25,dry
2024-05-09,0.0,20.5,78.25,dry
2024-05-10,0.6316715478897095,20.5,78.25,drizzle
2024-05-11,0.0,20.5,78.25,dry
2024-05-12,0.0,20.5,78.25,dry
2024-05-13,6.107784748077393,20.5,78.25,drizzle
2024-05-14,0.0,20.5,78.25,dry
2024-05-15,3.4412217140197754,20.5,78.25,drizzle
2024-05-16,0.0,20.5,78.25,dry
2024-05-17,1.2255890369415283,20.5,78.25,drizzle
2024-05-18,0.4119361937046051,20.5,78.25,drizzle
2024-05-19,0.0,20.5,78.25,dry
2024-05-20,0.0,20.5,78.25,dry
2024-05-21,0.0,20.5,78.25,dry
2024-05-22,1.3894671201705933,20.5,78.25,drizzle
2024-05-23,0.8121853470802307,20.5,78.25,drizzle
2024-05-24,0.3901280462741852,20.5,78.25,drizzle
2024-05-25,0.0,20.5,78.25,dry
2024-05-26,0.0,20.5,78.25,dry
2024-05-27,0.0,20.5,78.25,dry
2024-05-28,0.0,20.5,78.25,dry
2024-05-29,0.0,20.5,78.25,dry
2024-05-30,0.0,20.5,78.25,dry
2024-05-31,0.0,20.5,78.25,dry
2024-06-01,0.0,20.5,78.25,dry
2024-06-02,1.4332425594329834,20.5,78.25,drizzle
2024-06-03,1.0866143703460693,20.5,78.25,drizzle
2024-06-04,17.48299789428711,20.5,78.25,rain
2024-06-05,1.141224980354309,20.5,78.25,drizzle
2024-06-06,0.0,20.5,78.25,dry
2024-06-07,2.1076996326446533,20.5,78.25,drizzle
2024-06-08,0.16966581344604492,20.5,78.25,drizzle
2024-06-09,5.245351314544678,20.5,78.25,drizzle
2024-06-10,0.20854857563972473,20.5,78.25,drizzle
2024-06-11,0.30539846420288086,20.5,78.25,drizzle
2024-06-12,4.54316520690918,20.5,78.25,drizzle
2024-06-13,0.0,20.5,78.25,dry
2024-06-14,2.184595823287964,20.5,78.25,drizzle
2024-06-15,16.17887306213379,20.5,78.25,rain
2024-06-16,0.0,20.5,78.25,dry
2024-06-17,2.2764782905578613,20.5,78.25,drizzle
2024-06-18,13.47218132019043,20.5,78.25,rain
2024-06-19,0.4485744833946228,20.5,78.25,drizzle
2024-06-20,0.670743465423584,20.5,78.25,drizzle
2024-06-21,27.839229583740234,20.5,78.25,rain
2024-06-22,13.708841323852539,20.5,78.25,rain
2024-06-23,21.18692970275879,20.5,78.25,rain
2024-06-24,8.103129386901855,20.5,78.25,drizzle
2024-06-25,0.4584443271160126,20.5,78.25,drizzle
2024-06-26,0.0,20.5,78.25,dry
2024-06-27,31.601932525634766,20.5,78.25,rain
2024-06-28,10.574041366577148,20.5,78.25,rain
2024-06-29,2.7554028034210205,20.5,78.25,drizzle
2024-06-30,10.527791023254395,20.5,78.25,rain
2024-07-01,40.84014129638672,20.5,78.25,rain
2024-07-02,10.527791023254395,20.5,78.25,rain
2024-07-03,11.071592330932617,20.5,78.25,rain
2024-07-04,10.558252334594727,20.5,78.25,rain
2024-07-05,16.407655715942383,20.5,78.25,rain
2024-07-06,5.767632007598877,20.5,78.25,drizzle
2024-07-07,32.04627227783203,20.5,78.25,rain
2024-07-08,27.80430793762207,20.5,78.25,rain
2024-07-09,6.827602386474609,20.5,78.25,drizzle
2024-07-10,1.3693081140518188,20.5,78.25,drizzle
2024-07-11,6.087109565734863,20.5,78.25,drizzle
2024-07-12,1.1143423318862915,20.5,78.25,drizzle
2024-07-13,0.6620058417320251,20.5,78.25,drizzle
2024-07-14,1.9196784496307373,20.5,78.25,drizzle
2024-07-15,8.278128623962402,20.5,78.25,drizzle
2024-07-16,23.04823875427246,20.5,78.25,rain
2024-07-17,19.875226974487305,20.5,78.25,rain
2024-07-18,4.210659027099609,20.5,78.25,drizzle
2024-07-19,1.6398358345031738,20.5,78.25,drizzle
2024-07-20,21.605754852294922,20.5,78.25,rain
2024-07-21,70.4189224243164,20.5,78.25,rain
2024-07-22,15.845848083496094,20.5,78.25,rain
2024-07-23,7.824611186981201,20.5,78.25,drizzle
2024-07-24,55.16999435424805,20.5,78.25,rain
2024-07-25,57.08129119873047,20.5,78.25,rain
2024-07-26,1.5945510864257812,20.5,78.25,drizzle
2024-07-27,0.5494291186332703,20.5,78.25,drizzle
2024-07-28,46.4608268737793,20.5,78.25,rain
2024-07-29,21.87354278564453,20.5,78.25,rain
2024-07-30,5.046568393707275,20.5,78.25,drizzle
2024-07-31,4.992025375366211,20.5,78.25,drizzle
2024-08-01,3.3240859508514404,20.5,78.25,drizzle
2024-08-02,31.2567195892334,20.5,78.25,rain
2024-08-03,19.310941696166992,20.5,78.25,rain
2024-08-04,4.153367042541504,20.5,78.25,drizzle
2024-08-05,3.3018031120300293,20.5,78.25,drizzle
2024-08-06,4.11334228515625,20.5,78.25,drizzle
2024-08-07,6.07330322265625,20.5,78.25,drizzle
2024-08-08,3.7293758392333984,20.5,78.25,drizzle
2024-08-09,0.9020020365715027,20.5,78.25,drizzle
2024-08-10,0.0,20.5,78.25,dry
2024-08-11,0.44493675231933594,20.5,78.25,drizzle
2024-08-12,0.0,20.5,78.25,dry
2024-08-13,0.0,20.5,78.25,dry
2024-08-14,0.2374560832977295,20.5,78.25,drizzle
2024-08-15,0.9024091362953186,20.5,78.25,drizzle
2024-08-16,2.6738524436950684,20.5,78.25,drizzle
2024-08-17,21.00078582763672,20.5,78.25,rain
2024-08-18,14.340468406677246,20.5,78.25,rain
2024-08-19,0.21355806291103363,20.5,78.25,drizzle
2024-08-20,4.4013471603393555,20.5,78.25,drizzle
2024-08-21,2.4485762119293213,20.5,78.25,drizzle
2024-08-22,0.0,20.5,78.25,dry
2024-08-23,15.481586456298828,20.5,78.25,rain
2024-08-24,10.696175575256348,20.5,78.25,rain
2024-08-25,23.160743713378906,20.5,78.25,rain
2024-08-26,0.0,20.5,78.25,dry
2024-08-27,0.0,20.5,78.25,dry
2024-08-28,0.0,20.5,78.25,dry
2024-08-29,3.6896555423736572,20.5,78.25,drizzle
2024-08-30,5.7434797286987305,20.5,78.25,drizzle
2024-08-31,3.188214063644409,20.5,78.25,drizzle
2024-09-01,101.06999206542969,20.5,78.25,rain
2024-09-02,9.755180358886719,20.5,78.25,drizzle
2024-09-03,13.456724166870117,20.5,78.25,rain
2024-09-04,0.0,20.5,78.25,dry
2024-09-05,0.26419809460639954,20.5,78.25,drizzle
2024-09-06,0.0,20.5,78.25,dry
2024-09-07,0.15262721478939056,20.5,78.25,drizzle
2024-09-08,1.7034664154052734,20.5,78.25,drizzle
2024-09-09,0.40224748849868774,20.5,78.25,drizzle
2024-09-10,0.4066225588321686,20.5,78.25,drizzle
2024-09-11,0.87937992811203,20.5,78.25,drizzle
2024-09-12,0.2238980382680893,20.5,78.25,drizzle
2024-09-13,0.0,20.5,78.25,dry
2024-09-14,0.0,20.5,78.25,dry
2024-09-15,0.0,20.5,78.25,dry
2024-09-16,0.0,20.5,78.25,dry
2024-09-17,0.0,20.5,78.25,dry
2024-09-18,0.0,20.5,78.25,dry
2024-09-19,0.0,20.5,78.25,dry
2024-09-20,0.0,20.5,78.25,dry
2024-09-21,2.007878541946411,20.5,78.25,drizzle
2024-09-22,23.414030075073242,20.5,78.25,rain
2024-09-23,6.707705974578857,20.5,78.25,drizzle
2024-09-24,0.11153224855661392,20.5,78.25,drizzle
2024-09-25,14.761636734008789,20.5,78.25,rain
2024-09-26,2.5037484169006348,20.5,78.25,drizzle
2024-09-27,16.111684799194336,20.5,78.25,rain
2024-09-28,1.6742682456970215,20.5,78.25,drizzle
2024-09-29,0.0,20.5,78.25,dry
2024-09-30,0.0,20.5,78.25,dry
2024-10-01,4.715949058532715,20.5,78.25,drizzle
2024-10-02,0.0,20.5,78.25,dry
2024-10-03,0.5112390518188477,20.5,78.25,drizzle
2024-10-04,0.0,20.5,78.25,dry
2024-10-05,0.0,20.5,78.25,dry
2024-10-06,0.0,20.5,78.25,dry
2024-10-07,0.0,20.5,78.25,dry
2024-10-08,0.0,20.5,78.25,dry
2024-10-09,0.40875497460365295,20.5,78.25,drizzle
2024-10-10,0.512381911277771,20.5,78.25,drizzle
2024-10-11,9.77960205078125,20.5,78.25,drizzle
2024-10-12,0.0,20.5,78.25,dry
2024-10-13,0.8445733785629272,20.5,78.25,drizzle
2024-10-14,0.6148474812507629,20.5,78.25,drizzle
2024-10-15,0.0,20.5,78.25,dry
2024-10-16,0.0,20.5,78.25,dry
2024-10-17,0.0,20.5,78.25,dry
2024-10-18,0.0,20.5,78.25,dry
2024-10-19,0.5001525282859802,20.5,78.25,drizzle
2024-10-20,26.55089569091797,20.5,78.25,rain
2024-10-21,0.5340515971183777,20.5,78.25,drizzle
2024-10-22,0.0,20.5,78.25,dry
2024-10-23,0.0,20.5,78.25,dry
2024-10-24,0.0,20.5,78.25,dry
2024-10-25,0.0,20.5,78.25,dry
2024-10-26,0.0,20.5,78.25,dry
2024-10-27,0.0,20.5,78.25,dry
2024-10-28,0.0,20.5,78.25,dry
2024-10-29,0.0,20.5,78.25,dry
2024-10-30,0.0,20.5,78.25,dry
2024-10-31,0.0,20.5,78.25,dry
2024-11-01,0.0,20.5,78.25,dry
2024-11-02,0.0,20.5,78.25,dry
2024-11-03,0.0,20.5,78.25,dry
2024-11-04,0.0,20.5,78.25,dry
2024-11-05,0.0,20.5,78.25,dry
2024-11-06,0.0,20.5,78.25,dry
2024-11-07,0.0,20.5,78.25,dry
2024-11-08,0.0,20.5,78.25,dry
2024-11-09,0.0,20.5,78.25,dry
2024-11-10,0.0,20.5,78.25,dry
2024-11-11,0.0,20.5,78.25,dry
2024-11-12,0.0,20.5,78.25,dry
2024-11-13,0.0,20.5,78.25,dry
2024-11-14,0.0,20.5,78.25,dry
2024-11-15,0.0,20.5,78.25,dry
2024-11-16,0.0,20.5,78.25,dry
2024-11-17,0.0,20.5,78.25,dry
2024-11-18,0.0,20.5,78.25,dry
2024-11-19,0.0,20.5,78.25,dry
2024-11-20,0.0,20.5,78.25,dry
2024-11-21,0.0,20.5,78.25,dry
2024-11-22,0.0,20.5,78.25,dry
2024-11-23,0.0,20.5,78.25,dry
2024-11-24,0.0,20.5,78.25,dry
2024-11-25,0.0,20.5,78.25,dry
2024-11-26,0.0,20.5,78.25,dry
2024-11-27,0.0,20.5,78.25,dry
2024-11-28,0.0,20.5,78.25,dry
2024-11-29,0.0,20.5,78.25,dry
2024-11-30,0.0,20.5,78.25,dry
2024-12-01,0.0,20.5,78.25,dry
2024-12-02,0.0,20.5,78.25,dry
2024-12-03,0.0,20.5,78.25,dry
2024-12-04,0.0,20.5,78.25,dry
2024-12-05,0.0,20.5,78.25,dry
2024-12-06,0.0,20.5,78.25,dry
2024-12-07,0.3493952453136444,20.5,78.25,drizzle
2024-12-08,0.0,20.5,78.25,dry
2024-12-09,0.0,20.5,78.25,dry
2024-12-10,0.0,20.5,78.25,dry
2024-12-11,0.0,20.5,78.25,dry
2024-12-12,0.0,20.5,78.25,dry
2024-12-13,0.0,20.5,78.25,dry
2024-12-14,0.0,20.5,78.25,dry
2024-12-15,0.0,20.5,78.25,dry
2024-12-16,0.0,20.5,78.25,dry
2024-12-17,0.0,20.5,78.25,dry
2024-12-18,0.0,20.5,78.25,dry
2024-12-19,0.0,20.5,78.25,dry
2024-12-20,0.0,20.5,78.25,dry
2024-12-21,0.0,20.5,78.25,dry
2024-12-22,0.0,20.5,78.25,dry
2024-12-23,0.0,20.5,78.25,dry
2024-12-24,0.0,20.5,78.25,dry
2024-12-25,0.0,20.5,78.25,dry
2024-12-26,0.0,20.5,78.25,dry
2024-12-27,0.0,20.5,78.25,dry
2024-12-28,5.925604343414307,20.5,78.25,drizzle
2024-12-29,0.0,20.5,78.25,dry
2024-12-30,0.0,20.5,78.25,dry
2024-12-31,0.0,20.5,78.25,dry
